ID;Name;Long/Lat;Adresse;Storetype855029552;Friedhof Hassels Haupteingang;6.873510/51.172734;None None;surface
5143210221;None;6.772937/51.223157;Carlsplatz 6b;surface
1594591162;None;6.812389/51.225049;None None;multi-storey
1596111360;None;6.886808/51.143710;None None;underground
5198407324;None;6.796044/51.234129;None None;underground
1596277978;None;6.884583/51.145852;None None;underground
5243541744;Park One am Barbarossaplatz;6.753349/51.231294;None None;underground
1599931528;None;6.816530/51.244490;None None;underground
5321960768;None;6.734314/51.242797;None None;underground
1602541984;None;6.810954/51.246984;None None;underground
5328169083;None;6.812209/51.248553;None None;underground
1602542016;None;6.810301/51.247290;None None;underground
5331973030;None;6.815720/51.247219;None None;underground
1602542041;None;6.810625/51.248034;None None;underground
5333411347;None;6.733733/51.241778;None None;underground
1602560414;None;6.808769/51.247724;None None;underground
5335472096;None;6.816020/51.247245;None None;underground
1603841354;None;6.808045/51.250416;None None;underground
5335472097;None;6.816917/51.247320;None None;underground
1604290082;None;6.813728/51.252369;None None;underground
5335472099;None;6.817226/51.247346;None None;underground
1604292981;None;6.889105/51.143329;None None;underground
5338062497;None;6.819147/51.248588;None None;underground
1608994332;None;6.883660/51.144582;None None;underground
5352450907;None;6.827928/51.207423;None None;underground
1609122339;None;6.887097/51.146410;None None;underground
5406884468;None;6.834098/51.204310;None None;underground
1609122363;None;6.887476/51.146489;None None;underground
5449000865;None;6.818784/51.234379;None None;underground
1609122460;None;6.887687/51.147089;None None;underground
5449000866;None;6.818878/51.234324;None None;underground
1610993353;None;6.854286/51.233038;None None;underground
5488350147;None;6.805125/51.246515;None None;underground
1612031831;None;6.847925/51.232271;None None;underground
5488696236;None;6.819963/51.238062;None None;underground
1617770193;None;6.867706/51.182791;None None;underground
5488714785;None;6.816934/51.238430;None None;underground
1640642905;None;6.787314/51.284904;None None;multi-storey
5510787654;None;6.733193/51.242336;None None;underground
2991511336;None;6.786484/51.278295;None None;underground
7323146063;Parkhaus Hohe Straße / Siegfried-Klein-Straße;6.774734/51.220148;None None;underground
655363483;Haus 10-11-27-28-29;6.843161/51.242849;None None;surface
1991235486;None;6.773321/51.245937;None None;underground
2991511345;None;6.786703/51.278355;None None;underground
7343083213;None;6.808365/51.214748;None None;underground
2014248889;None;6.777346/51.233374;None None;underground
655363484;Haus 10-11-27-28-29;6.843475/51.242757;None None;surface
3003599620;None;6.784300/51.249037;None None;underground
2017325341;VIP Parkhaus P2 (ISS Dome);6.811334/51.271620;None None;underground
3006138506;None;6.793063/51.283293;None None;underground
655363622;Haus 10-11-27-28-29;6.843574/51.242915;None None;surface
2017325342;VIP Parkhaus P2 (ISS Dome);6.811731/51.271655;None None;underground
3020384505;Tiefgarage Münster-Center;6.787026/51.245676;None None;underground
2017667132;None;6.769728/51.199577;None None;underground
656362904;Haus 15-30-31-32-33-43;6.840012/51.243784;None None;surface
3021853517;Parkcenter Kö;6.783713/51.221364;Stresemannstraße 8;multi-storey
2019726522;None;6.764425/51.252013;None None;underground
3037717449;None;6.857367/51.231351;None None;underground
656362913;Haus 15-30-31-32-33-43;6.840157/51.244196;None None;surface
2022085479;None;6.822350/51.262341;None None;underground
3051851050;None;6.792419/51.230614;None None;underground
2035300350;None;6.816024/51.235425;None None;underground
656393144;Haus 1-2-3-35-37-38-39;6.844487/51.243838;None None;surface
3068269231;None;6.804709/51.165960;None None;underground
2050034182;None;6.806859/51.255448;None None;underground
3068270372;None;6.807564/51.171315;None None;underground
656492092;Haus 19-41-42;6.843194/51.242695;None None;surface
2050034196;None;6.807769/51.255600;None None;underground
3068270558;None;6.807723/51.172018;None None;underground
2050034510;None;6.807945/51.256196;None None;underground
656492123;Haus 19-41-42;6.844035/51.242610;None None;surface
3068270806;None;6.802777/51.175459;None None;underground
2055992684;None;6.765211/51.202933;None None;underground
3117191322;Vodafone Shop;6.732202/51.235355;None None;surface
656492168;None;6.844259/51.243399;None None;surface
2072663101;ALDI Wersten, Rewe;6.818009/51.186388;None None;underground
2072670794;None;6.818181/51.186705;None None;underground
3149880961;None;6.779049/51.274549;Hiddenseestraße 10a;underground
658839978;Haus 1-2-3-35-37-38-39;6.847879/51.242939;None None;surface
2076440467;None;6.809137/51.181739;None None;underground
3149880978;None;6.779831/51.275556;None None;underground
658840199;Haus 1-2-3-35-37-38-39;6.848702/51.244031;None None;surface
2076460969;None;6.807804/51.181745;None None;underground
2083012349;None;6.697544/51.229697;None None;surface
3149880980;None;6.779179/51.275565;None None;underground
3160725892;None;6.771584/51.244412;None None;underground
660199077;None;6.860432/51.236262;None None;underground
661526125;None;6.847560/51.244746;None None;surface
2088627635;None;6.819274/51.185614;None None;underground
3177985858;Provincial Versicherung;6.812595/51.194013;None None;multi-storey
2088653469;None;6.818244/51.185833;None None;underground
3177986614;Forum Provinzial;6.812062/51.196927;None None;underground
678879747;Schadow-Arkaden;6.781934/51.224874;Schadowstraße 11;underground
2092851746;Hans-Böckler-Stiftung;6.773234/51.246659;None None;underground
3184165968;None;6.776577/51.247380;None None;underground
693265353;None;6.729750/51.244346;None None;surface
2107242328;None;6.822039/51.179069;None None;underground
3189706259;None;6.861634/51.258660;None None;underground
2156306186;None;6.821231/51.175780;None None;underground
3189735667;None;6.862591/51.258658;None None;underground
698057191;None;6.842456/51.209450;None None;underground
2181181386;None;6.739197/51.295403;None None;underground
3189735726;None;6.863737/51.258893;None None;underground
702242243;None;6.885667/51.143947;None None;underground
2190028113;None;6.798695/51.263630;None None;underground
3189817337;None;6.864097/51.258209;None None;underground
722784906;None;6.904232/51.129625;None None;underground
2190028230;None;6.799548/51.264010;None None;underground
3199873680;None;6.869281/51.258128;None None;underground
722876452;None;6.782175/51.228500;None None;underground
2190028364;None;6.798528/51.264785;None None;underground
3199873699;None;6.869782/51.258178;None None;underground
727596621;None;6.898423/51.205021;None None;surface
2190056101;None;6.800558/51.263912;None None;underground
3203090879;None;6.779990/51.274423;None None;underground
2190056105;None;6.800057/51.264253;None None;underground
3207067442;None;6.818189/51.186691;None None;underground
804350267;None;6.899890/51.149938;None None;underground
2206333363;None;6.832884/51.227673;None None;underground
3209052548;None;6.780427/51.274069;None None;underground
807175371;None;6.795819/51.189107;None None;underground
2206333381;None;6.832068/51.227712;None None;underground
3209054067;None;6.780226/51.275095;None None;underground
807175378;None;6.795973/51.188724;None None;underground
2245598302;None;6.732000/51.236130;None None;underground
3209054109;None;6.785152/51.277593;None None;underground
849495317;None;6.861502/51.188143;None None;underground
2263529807;None;6.731294/51.236987;None None;underground
3210558969;None;6.805300/51.245110;None None;underground
849495324;None;6.862443/51.187155;None None;underground
3211087920;None;6.818891/51.238265;None None;underground
849495332;None;6.863322/51.186372;None None;underground
2267330873;Netto;6.746640/51.319020;None None;underground
853587270;None;6.862147/51.187221;None None;surface
2310867091;None;6.748237/51.231063;None None;surface
3216582487;None;6.853248/51.241780;None None;underground
3217276532;None;6.780074/51.276708;None None;underground
2332104225;None;6.862751/51.257770;None None;underground
1172971084;None;6.908717/51.137098;None None;underground
3735080674;None;6.702880/51.230830;None None;underground
2332154857;None;6.861789/51.257468;None None;underground
1173077464;None;6.908054/51.136283;None None;underground
3771400827;None;6.825106/51.174717;None None;underground
2337431114;None;6.870898/51.267009;None None;underground
1206724353;None;6.897899/51.133956;None None;underground
3786706393;Freizeitbad Düsselstrand;6.810926/51.224272;None None;underground
2337838642;None;6.870794/51.269238;None None;underground
1206724379;None;6.898438/51.133938;None None;underground
3809353605;Parkhaus Altstadt;6.771136/51.224732;None None;underground
2337838699;None;6.869749/51.269454;None None;underground
1206730806;None;6.898000/51.135477;None None;underground
3925140771;None;6.774942/51.325765;None None;underground
2338528226;None;6.868857/51.258045;None None;underground
60835403;None;6.794886/51.188970;None None;underground
1209118529;None;6.897857/51.133192;None None;underground
4057167821;None;6.805131/51.253008;None None;underground
2360979174;None;6.819175/51.186394;None None;underground
4193108756;None;6.750857/51.231394;None None;lane
1209177968;None;6.901456/51.135340;None None;underground
240270717;Karstadt Parkhaus;6.787329/51.226151;None None;multi-storey
2365512617;None;6.830968/51.188344;None None;underground
246842745;Rennbahn;6.842461/51.251275;None None;surface
1209266854;None;6.894822/51.140347;None None;underground
2366171575;Parkhaus Ratherstraße 110;6.784899/51.253003;None None;underground
4237542590;None;6.849716/51.229679;None None;underground
1209410603;None;6.832527/51.169414;None None;underground
2378480837;None;6.821129/51.257938;None None;underground
4250147026;Parkhaus Am Wehrhahn 72;6.793739/51.229306;Am Wehrhahn 72;multi-storey
253873012;None;6.760101/51.216772;None None;underground
1224127438;None;6.826957/51.180531;Kölner Landstraße 332a;underground
2378480842;None;6.819587/51.258080;None None;underground
254157024;ARAG-Hochhaus;6.800299/51.249556;None None;underground
4258549497;None;6.763161/51.218572;None None;underground
1227732615;ImmermannHof;6.791444/51.221506;None None;underground
2378480852;None;6.819592/51.258659;None None;underground
256598064;None;6.849400/51.188228;None None;underground
4278667343;Parkhaus Carlsplatz;6.773889/51.222836;Benrather Straße 7b;multi-storey
257766474;None;6.891478/51.161256;None None;surface
1228120438;None;6.900902/51.136966;None None;underground
2380601074;None;6.832244/51.180577;None None;underground
1228121332;None;6.900750/51.135987;None None;underground
2395965999;None;6.776034/51.247955;None None;underground
4306355172;None;6.820159/51.233225;None None;underground
265755158;None;6.793670/51.217701;None None;entrace
1235254968;None;6.785815/51.232508;None None;underground
2397259912;None;6.834089/51.227938;None None;underground
4306355177;None;6.819930/51.233328;None None;underground
1236479631;None;6.805848/51.233899;None None;surface
280695976;TG Kirchplatz;6.776623/51.213685;None None;underground
2402429175;None;6.766047/51.272701;None None;underground
4325144536;None;6.776927/51.198851;None None;underground
269994154;None;6.751942/51.213439;None None;multi-storey
1237065081;None;6.760924/51.196715;None None;surface
2402556521;None;6.808067/51.173594;None None;underground
4365987659;None;6.801674/51.286050;None None;underground
2412550825;None;6.773496/51.212474;None None;surface
4365987662;None;6.803258/51.285774;None None;underground
1254415797;Parken Lesia;6.794363/51.230148;None None;underground
2412941167;None;6.767326/51.212846;None None;surface
4365987665;None;6.802532/51.286983;None None;multi-storey
297884900;None;6.847659/51.188288;None None;underground
1257933443;None;6.769405/51.276665;None None;underground
4416449688;Rewe City;6.808371/51.229688;None None;underground
1257933645;None;6.768972/51.276706;None None;underground
2420208306;None;6.823179/51.234958;None None;underground
4460457201;None;6.855279/51.163657;None None;underground
307019711;None;6.831586/51.210766;None None;underground
331079929;None;6.843292/51.233676;None None;surface
1257933739;None;6.768074/51.277465;None None;multi-storey
2427061010;None;6.837339/51.202540;None None;underground
4485354397;None;6.838638/51.168860;None None;underground
2432009739;None;6.729065/51.239507;None None;surface
4506506068;None;6.835855/51.173900;None None;surface
336309095;Parkhaus Contipark International;6.788593/51.220214;Grupellostraße 34;multi-storey
1263864855;None;6.800205/51.286179;None None;underground
336309110;Wehrhahn-Center;6.789240/51.226918;None None;multi-storey
1264275167;None;6.766042/51.218079;None None;yes
336576483;None;6.901930/51.145751;None None;surface
4506506069;None;6.782368/51.216825;None None;surface
2435901188;None;6.777516/51.212472;None None;underground
2449349060;Haus 17-18-20-21-22;6.843198/51.242511;None None;surface
1275702349;None;6.867243/51.185112;None None;underground
4506506070;None;6.783269/51.217872;None None;surface
337847788;None;6.789681/51.276684;None None;underground
1275879062;None;6.895674/51.139198;None None;underground
339838727;None;6.767852/51.279095;None None;multi-storey
2449349537;None;6.849792/51.244102;None None;underground
4506506071;None;6.783503/51.217963;None None;surface
343386307;None;6.820226/51.173054;None None;surface
1275879091;None;6.897439/51.137216;None None;underground
2453372766;None;6.886123/51.146220;None None;underground
1275879113;None;6.896402/51.138535;None None;underground
4506506072;None;6.783626/51.218480;None None;surface
343386308;None;6.821517/51.172469;None None;surface
2453372962;None;6.885579/51.146640;None None;underground
1275882079;None;6.897553/51.136378;None None;underground
2455668419;Dauerparkplatz;6.739645/51.244863;None None;underground
4506506073;None;6.785082/51.218987;None None;surface
343386309;None;6.822307/51.172924;None None;surface
1327281515;None;6.900501/51.145930;None None;underground
2462275303;Q-Park Tiefgarage Carsch-Haus;6.776807/51.224398;None None;underground
1336690148;None;6.792948/51.282429;None None;underground
4506506074;None;6.780269/51.221278;None None;surface
2517231504;None;6.904491/51.144535;None None;multi-storey
344234935;None;6.896415/51.142408;None None;underground
1336690179;None;6.791484/51.282952;None None;underground
2630310685;None;6.785078/51.194209;None None;surface
4506506075;None;6.771453/51.226883;None None;surface
356168688;None;6.842576/51.205298;None None;underground
1345773620;None;6.824518/51.194054;None None;underground
2630310733;None;6.786486/51.194563;None None;surface
360705128;None;6.773401/51.235725;None None;underground
1345773630;None;6.826599/51.193817;None None;underground
4506506076;None;6.721797/51.232366;None None;surface
360705344;Campus am Kunstplast;6.773401/51.235677;None None;underground
1346047108;None;6.851628/51.204699;None None;multi-storey
2632289156;None;6.785442/51.193886;None None;surface
4506506077;None;6.808714/51.260104;None None;surface
364565333;None;6.789297/51.222346;None None;underground
1347708557;None;6.861193/51.183365;None None;underground
1690369175;None;6.740731/51.292442;None None;underground
5511520034;None;6.891056/51.204276;None None;underground
1690369192;None;6.739427/51.292280;None None;underground
5511520044;None;6.891128/51.204374;None None;underground
1705044030;None;6.822895/51.252360;None None;underground
5511812263;None;6.866826/51.254998;None None;underground
1705044542;None;6.823594/51.252937;None None;underground
5513558166;None;6.786026/51.337273;None None;underground
1759553411;None;6.820595/51.195329;None None;underground
5513584347;None;6.784453/51.337984;None None;underground
1761385723;None;6.779028/51.266715;None None;underground
5517910268;None;6.797717/51.195796;None None;underground
1768102045;None;6.779558/51.273973;Hiddenseestraße 3a;underground
5519442610;None;6.826452/51.233308;None None;underground
5519463023;None;6.827415/51.233399;None None;underground
1768102134;None;6.779596/51.274445;None None;underground
5519467630;None;6.828423/51.233477;None None;underground
1768102354;None;6.779682/51.275282;None None;underground
5521329900;None;6.895468/51.200403;None None;underground
1772877990;None;6.775622/51.272643;None None;multi-storey
5526301081;None;6.785962/51.274795;None None;underground
1772991565;None;6.781019/51.271256;None None;multi-storey
5528884077;None;6.730372/51.237861;Heinrich-Heine-Gärten 15t;underground
1774450654;None;6.797802/51.280871;None None;underground
1774476497;None;6.796746/51.280170;None None;underground
5528884120;None;6.730133/51.237943;Heinrich-Heine-Gärten 16t;underground
1775040955;None;6.861172/51.231106;None None;underground
5528964244;None;6.752384/51.316745;None None;underground
1777318873;None;6.791399/51.275317;None None;underground
1816247295;None;6.911936/51.260282;None None;surface
5528967298;None;6.749307/51.316722;None None;underground
5528967300;None;6.750384/51.316546;None None;underground
1820637887;None;6.807220/51.248751;None None;surface
5535989889;None;6.742584/51.204360;None None;underground
1823348914;None;6.793811/51.252525;None None;surface
5536793828;None;6.763008/51.252572;None None;underground
5538543571;None;6.775278/51.270042;None None;underground
1827905928;None;6.778466/51.240491;None None;underground
5541232144;None;6.816170/51.189328;None None;underground
1839791896;None;6.810761/51.196274;None None;underground
5552545233;None;6.810406/51.258917;None None;underground
1839861412;None;6.811371/51.197249;None None;underground
5554396958;Parkhaus Creativ Center;6.785913/51.210402;Philipp-Reis-Straße 29;multi-storey
1839866358;None;6.810478/51.197111;None None;underground
5557432739;None;6.886321/51.145733;None None;underground
1857883000;None;6.796831/51.282659;None None;underground
5557432741;None;6.887747/51.146028;None None;underground
1861714635;None;6.793222/51.283742;None None;underground
5559853367;None;6.750267/51.242778;None None;underground
1862261087;None;6.796289/51.284112;None None;underground
5564656791;None;6.787128/51.332665;None None;underground
1868235063;None;6.799707/51.281818;None None;underground
5564690724;None;6.754772/51.232596;None None;underground
1868235071;None;6.797917/51.281998;None None;underground
5566839868;None;6.809981/51.179696;None None;underground
1868235077;None;6.797630/51.282023;None None;underground
5567423754;None;6.771860/51.271360;None None;underground
1873147176;None;6.756723/51.256110;None None;underground
5567443202;None;6.771782/51.271408;None None;underground
1908789205;Dreicubenhaus/Gartenstraße;6.781350/51.231146;None None;underground
5567487011;None;6.802559/51.224466;None None;underground
1937472211;None;6.734033/51.236970;None None;multi-storey
5568322442;None;6.742132/51.238645;None None;underground
1941957858;None;6.889845/51.204971;None None;underground
5570639577;None;6.809995/51.181060;None None;underground
1941957884;None;6.888699/51.205097;None None;underground
5576730548;None;6.725755/51.232556;Pariser Straße 93a;underground
1968840631;None;6.809042/51.259243;None None;underground
